hotel_id,Hotel Property,Arrival Date,Year,Arrival Months,Seasons,country,available Rooms,Room Sold,occupancy,ADR,market_segment,distribution_channel,to_name,company,Revenue,customer_type,lead_time,reservation_status_date,Reservation Status
5,Loop Property,25/12/18,2018,Dec,Shoulder Season,SI,17,18,1.1,172.42,Business,Direct,Sunset Ltd,Company A,3103.49,Transite,75,23/12/18,Confirmed
4,Michamvi Property,25/12/18,2018,Dec,Shoulder Season,BG,18,19,1.1,138.05,Corporate,Direct,TO Africa,Company A,2622.95,Transite,76,13/12/18,Canceled
7,Mwezi Property,25/12/18,2018,Dec,Shoulder Season,SI,22,24,1.1,176.56,Corporate,OTA,Oceanic Travels,Company A,4237.45,Transite,17,11/12/18,Canceled
3,Nur Property,25/12/18,2018,Dec,Shoulder Season,IE,17,18,1.1,162.94,Corporate,OTA,Oceanic Travels,Company C,2932.93,Transite,140,09/12/18,Confirmed
1,Kasha Property,26/12/18,2018,Dec,Shoulder Season,CH,6,6,1,462.49,Leisure,Direct,TO Africa,Company C,2774.96,Transite,26,16/12/18,Confirmed
2,Casa Property,26/12/18,2018,Dec,Shoulder Season,LU,14,15,1.1,150.57,Business,Group,ZanziTours,Company C,2258.55,Transite,87,19/12/18,Canceled
6,Fun Property,26/12/18,2018,Dec,Shoulder Season,LV,20,22,1.1,160.11,Group,OTA,Sunset Ltd,,3522.46,Transite,153,19/12/18,Canceled
5,Loop Property,26/12/18,2018,Dec,Shoulder Season,CN,17,17,1,178.16,Group,OTA,TO Africa,,3028.68,Transite,78,26/11/18,Confirmed
4,Michamvi Property,26/12/18,2018,Dec,Shoulder Season,US,18,18,1,168.14,Group,OTA,Sunset Ltd,Company C,3026.47,Transite,103,04/12/18,Canceled
7,Mwezi Property,26/12/18,2018,Dec,Shoulder Season,NL,22,24,1.1,161.9,Leisure,OTA,Oceanic Travels,Company B,3885.72,Transite,46,27/11/18,No Show
3,Nur Property,26/12/18,2018,Dec,Shoulder Season,RO,17,17,1,171.98,Leisure,Group,Sunset Ltd,Company B,2923.65,Transite,156,22/12/18,Canceled
1,Kasha Property,27/12/18,2018,Dec,Shoulder Season,JP,6,6,1,473.98,Corporate,Direct,ZanziTours,Company C,2843.88,Transite,20,19/12/18,Canceled
2,Casa Property,27/12/18,2018,Dec,Shoulder Season,LU,14,12,0.9,131.02,Business,OTA,ZanziTours,,1572.2,Transite,103,27/11/18,Confirmed
6,Fun Property,27/12/18,2018,Dec,Shoulder Season,BE,20,21,1.1,138.7,Corporate,Website,TO Africa,Company A,2912.76,Transite,35,30/11/18,Canceled
5,Loop Property,27/12/18,2018,Dec,Shoulder Season,CA,17,18,1.1,179.3,Business,TA/TO,Oceanic Travels,Company B,3227.34,Transite,115,29/11/18,Canceled
4,Michamvi Property,27/12/18,2018,Dec,Shoulder Season,SI,18,19,1.1,173.57,Group,TA/TO,ZanziTours,Company A,3297.85,Transite,131,16/12/18,No Show
7,Mwezi Property,27/12/18,2018,Dec,Shoulder Season,RO,22,21,1,157.46,Group,TA/TO,Oceanic Travels,Company C,3306.63,Transite,66,01/12/18,Canceled
3,Nur Property,27/12/18,2018,Dec,Shoulder Season,AT,17,15,0.9,156.44,Leisure,Website,TO Africa,Company B,2346.54,Transite,67,19/12/18,Confirmed
1,Kasha Property,28/12/18,2018,Dec,Shoulder Season,PL,6,5,0.8,455.64,Business,Direct,Oceanic Travels,Company A,2278.22,Transite,117,10/12/18,No Show
2,Casa Property,28/12/18,2018,Dec,Shoulder Season,LT,14,15,1.1,165.61,Leisure,TA/TO,Oceanic Travels,,2484.17,Transite,51,13/12/18,Confirmed
6,Fun Property,28/12/18,2018,Dec,Shoulder Season,CN,20,22,1.1,144.39,Business,TA/TO,ZanziTours,Company A,3176.56,Transite,132,03/12/18,Canceled
5,Loop Property,28/12/18,2018,Dec,Shoulder Season,IE,17,17,1,155.76,Business,OTA,ZanziTours,,2647.95,Transite,119,28/11/18,No Show
4,Michamvi Property,28/12/18,2018,Dec,Shoulder Season,SK,18,19,1.1,141.74,Leisure,TA/TO,Sunset Ltd,Company C,2693.14,Transite,13,20/12/18,Canceled
7,Mwezi Property,28/12/18,2018,Dec,Shoulder Season,AE,22,24,1.1,149.25,Corporate,OTA,TO Africa,Company B,3582.05,Transite,15,11/12/18,Canceled
3,Nur Property,28/12/18,2018,Dec,Shoulder Season,IE,17,17,1,149.59,Business,OTA,Oceanic Travels,,2543.11,Transite,152,22/12/18,No Show
1,Kasha Property,29/12/18,2018,Dec,Shoulder Season,EE,6,5,0.8,462.73,Business,OTA,TO Africa,Company C,2313.63,Transite,14,29/11/18,Canceled
2,Casa Property,29/12/18,2018,Dec,Shoulder Season,US,14,14,1,145.9,Corporate,Direct,TO Africa,Company C,2042.55,Transite,10,25/12/18,Confirmed
6,Fun Property,29/12/18,2018,Dec,Shoulder Season,IN,20,22,1.1,160.71,Corporate,OTA,ZanziTours,Company B,3535.58,Transite,92,23/12/18,No Show
5,Loop Property,29/12/18,2018,Dec,Shoulder Season,ZA,17,14,0.8,166.83,Corporate,Direct,ZanziTours,Company A,2335.62,Transite,84,18/12/18,Confirmed
4,Michamvi Property,29/12/18,2018,Dec,Shoulder Season,LT,18,19,1.1,146.03,Business,OTA,Sunset Ltd,Company B,2774.5,Transite,20,02/12/18,Canceled
7,Mwezi Property,29/12/18,2018,Dec,Shoulder Season,FR,22,24,1.1,153.62,Business,Direct,ZanziTours,Company B,3686.86,Transite,39,04/12/18,No Show
3,Nur Property,29/12/18,2018,Dec,Shoulder Season,BR,17,18,1.1,161.79,Group,TA/TO,Sunset Ltd,Company A,2912.22,Transite,3,05/12/18,Confirmed
1,Kasha Property,30/12/18,2018,Dec,Shoulder Season,RO,6,6,1,403.41,Corporate,Website,Oceanic Travels,,2420.45,Transite,20,02/12/18,Canceled
2,Casa Property,30/12/18,2018,Dec,Shoulder Season,LU,14,15,1.1,165.6,Group,OTA,TO Africa,Company A,2483.94,Transite,160,19/12/18,Canceled
6,Fun Property,30/12/18,2018,Dec,Shoulder Season,ZA,20,21,1.1,149.34,Business,TA/TO,TO Africa,Company C,3136.04,Transite,56,13/12/18,No Show
5,Loop Property,30/12/18,2018,Dec,Shoulder Season,PL,17,15,0.9,163.79,Leisure,Direct,ZanziTours,Company A,2456.86,Transite,54,18/12/18,No Show
4,Michamvi Property,30/12/18,2018,Dec,Shoulder Season,AT,18,19,1.1,174.52,Group,Website,Oceanic Travels,,3315.91,Transite,155,08/12/18,Confirmed
7,Mwezi Property,30/12/18,2018,Dec,Shoulder Season,BR,22,24,1.1,160.23,Corporate,TA/TO,TO Africa,Company A,3845.63,Transite,86,12/12/18,Confirmed
3,Nur Property,30/12/18,2018,Dec,Shoulder Season,SI,17,18,1.1,158.17,Leisure,Website,ZanziTours,,2847.14,Transite,67,15/12/18,Confirmed
1,Kasha Property,31/12/18,2018,Dec,Shoulder Season,LV,6,6,1,476.32,Corporate,OTA,ZanziTours,,2857.91,Transite,102,20/12/18,No Show
2,Casa Property,31/12/18,2018,Dec,Shoulder Season,DE,14,15,1.1,142.72,Group,TA/TO,TO Africa,Company C,2140.76,Transite,35,13/12/18,Confirmed
6,Fun Property,31/12/18,2018,Dec,Shoulder Season,CH,20,20,1,163.79,Business,Direct,Sunset Ltd,Company B,3275.72,Transite,67,07/12/18,No Show
5,Loop Property,31/12/18,2018,Dec,Shoulder Season,IE,17,18,1.1,171.37,Group,Website,Sunset Ltd,Company A,3084.73,Transite,167,26/12/18,No Show
4,Michamvi Property,31/12/18,2018,Dec,Shoulder Season,CZ,18,19,1.1,164.94,Business,OTA,Oceanic Travels,Company C,3133.84,Transite,131,19/12/18,Confirmed
7,Mwezi Property,31/12/18,2018,Dec,Shoulder Season,NL,22,24,1.1,146.64,Business,Group,ZanziTours,,3519.35,Transite,111,18/12/18,Confirmed
3,Nur Property,31/12/18,2018,Dec,Shoulder Season,PL,17,18,1.1,145.98,Business,OTA,TO Africa,,2627.69,Transite,133,23/12/18,No Show
1,Kasha Property,01/01/19,2019,Jan,Shoulder Season,UK,6,6,1,540.72,Business,Website,TO Africa,Company A,3244.34,Transite,109,06/12/18,Canceled
2,Casa Property,01/01/19,2019,Jan,Shoulder Season,LV,14,15,1.1,160.79,Corporate,OTA,Sunset Ltd,,2411.86,Transite,135,30/12/18,Confirmed
6,Fun Property,01/01/19,2019,Jan,Shoulder Season,RO,20,22,1.1,182.9,Business,OTA,Oceanic Travels,Company B,4023.91,Transite,98,06/12/18,No Show
5,Loop Property,01/01/19,2019,Jan,Shoulder Season,IE,17,18,1.1,171.77,Group,Website,Sunset Ltd,,3091.85,Transite,158,09/12/18,Confirmed
4,Michamvi Property,01/01/19,2019,Jan,Shoulder Season,DE,18,19,1.1,173.57,Group,Website,Sunset Ltd,,3297.83,Transite,110,16/12/18,Confirmed
7,Mwezi Property,01/01/19,2019,Jan,Shoulder Season,CZ,22,24,1.1,167.13,Business,Direct,TO Africa,,4011.21,Transite,42,06/12/18,Confirmed
3,Nur Property,01/01/19,2019,Jan,Shoulder Season,UK,17,18,1.1,188.37,Corporate,Website,Sunset Ltd,Company A,3390.71,Transite,162,30/12/18,Confirmed
1,Kasha Property,02/01/19,2019,Jan,Shoulder Season,HU,6,6,1,549.13,Leisure,Direct,Oceanic Travels,,3294.78,Transite,5,20/12/18,No Show
2,Casa Property,02/01/19,2019,Jan,Shoulder Season,ZA,14,15,1.1,187.48,Leisure,OTA,TO Africa,Company A,2812.26,Transite,1,14/12/18,Confirmed
6,Fun Property,02/01/19,2019,Jan,Shoulder Season,BG,20,22,1.1,177.46,Business,Direct,Sunset Ltd,,3904.08,Transite,172,18/12/18,Canceled
5,Loop Property,02/01/19,2019,Jan,Shoulder Season,AE,17,18,1.1,164.21,Leisure,TA/TO,TO Africa,Company A,2955.81,Transite,1,06/12/18,Confirmed
4,Michamvi Property,02/01/19,2019,Jan,Shoulder Season,SG,18,19,1.1,163.17,Business,Group,TO Africa,Company C,3100.31,Transite,152,06/12/18,Canceled
7,Mwezi Property,02/01/19,2019,Jan,Shoulder Season,BE,22,24,1.1,181.39,Group,OTA,TO Africa,Company A,4353.46,Transite,116,31/12/18,Confirmed
3,Nur Property,02/01/19,2019,Jan,Shoulder Season,RO,17,18,1.1,165.86,Corporate,OTA,TO Africa,,2985.45,Transite,150,14/12/18,Confirmed
1,Kasha Property,03/01/19,2019,Jan,Shoulder Season,SG,6,6,1,505.47,Group,Group,Oceanic Travels,Company C,3032.84,Transite,147,14/12/18,No Show
2,Casa Property,03/01/19,2019,Jan,Shoulder Season,BR,14,15,1.1,162.03,Group,Group,Sunset Ltd,Company A,2430.51,Transite,59,14/12/18,No Show
6,Fun Property,03/01/19,2019,Jan,Shoulder Season,US,20,22,1.1,152.91,Corporate,Direct,ZanziTours,,3363.92,Transite,112,06/12/18,Confirmed
5,Loop Property,03/01/19,2019,Jan,Shoulder Season,SI,17,18,1.1,163.24,Leisure,TA/TO,ZanziTours,Company B,2938.36,Transite,73,09/12/18,Canceled
4,Michamvi Property,03/01/19,2019,Jan,Shoulder Season,UK,18,19,1.1,178.31,Group,OTA,Sunset Ltd,Company C,3387.86,Transite,118,02/01/19,Confirmed
7,Mwezi Property,03/01/19,2019,Jan,Shoulder Season,AE,22,24,1.1,182.17,Group,Direct,ZanziTours,Company C,4372.04,Transite,58,28/12/18,Confirmed
3,Nur Property,03/01/19,2019,Jan,Shoulder Season,FR,17,18,1.1,173.91,Business,OTA,Sunset Ltd,Company C,3130.29,Transite,176,26/12/18,No Show
1,Kasha Property,04/01/19,2019,Jan,Shoulder Season,AU,6,6,1,506.26,Leisure,Website,ZanziTours,,3037.59,Transite,148,12/12/18,Confirmed
2,Casa Property,04/01/19,2019,Jan,Shoulder Season,RO,14,15,1.1,184.87,Business,Website,TO Africa,Company A,2773.02,Transite,63,07/12/18,Confirmed
6,Fun Property,04/01/19,2019,Jan,Shoulder Season,CH,20,22,1.1,156.59,Corporate,OTA,Sunset Ltd,Company B,3444.98,Transite,158,25/12/18,Confirmed
5,Loop Property,04/01/19,2019,Jan,Shoulder Season,BG,17,18,1.1,205.71,Leisure,Website,Sunset Ltd,Company C,3702.86,Transite,5,31/12/18,No Show
4,Michamvi Property,04/01/19,2019,Jan,Shoulder Season,UK,18,19,1.1,155.37,Group,TA/TO,ZanziTours,Company C,2951.94,Transite,57,27/12/18,Confirmed
7,Mwezi Property,04/01/19,2019,Jan,Shoulder Season,JP,22,24,1.1,184.77,Group,Direct,ZanziTours,,4434.6,Transite,74,31/12/18,Canceled
3,Nur Property,04/01/19,2019,Jan,Shoulder Season,US,17,18,1.1,186.96,Group,Group,Sunset Ltd,Company B,3365.24,Transite,179,07/12/18,No Show
1,Kasha Property,05/01/19,2019,Jan,Shoulder Season,DK,6,6,1,558.21,Group,OTA,Sunset Ltd,,3349.29,Transite,3,30/12/18,Confirmed
2,Casa Property,05/01/19,2019,Jan,Shoulder Season,AU,14,15,1.1,167.52,Corporate,OTA,Sunset Ltd,Company B,2512.87,Transite,35,29/12/18,Canceled
6,Fun Property,05/01/19,2019,Jan,Shoulder Season,IE,20,22,1.1,176.54,Leisure,Website,Oceanic Travels,Company B,3883.91,Transite,179,06/12/18,Confirmed
5,Loop Property,05/01/19,2019,Jan,Shoulder Season,CH,17,18,1.1,189.42,Corporate,Direct,Sunset Ltd,Company C,3409.61,Transite,66,12/12/18,Confirmed
4,Michamvi Property,05/01/19,2019,Jan,Shoulder Season,UK,18,19,1.1,181.84,Leisure,OTA,TO Africa,Company A,3455.01,Transite,32,01/01/19,No Show
7,Mwezi Property,05/01/19,2019,Jan,Shoulder Season,FR,22,24,1.1,165.52,Corporate,OTA,Oceanic Travels,Company A,3972.56,Transite,153,06/12/18,Confirmed
3,Nur Property,05/01/19,2019,Jan,Shoulder Season,CH,17,18,1.1,165.79,Corporate,TA/TO,TO Africa,Company B,2984.2,Transite,69,19/12/18,Confirmed
1,Kasha Property,06/01/19,2019,Jan,Shoulder Season,CN,6,6,1,569.22,Corporate,OTA,Sunset Ltd,Company C,3415.3,Transite,7,22/12/18,No Show
2,Casa Property,06/01/19,2019,Jan,Shoulder Season,IE,14,15,1.1,154.06,Group,TA/TO,TO Africa,Company C,2310.97,Transite,24,07/12/18,Canceled
6,Fun Property,06/01/19,2019,Jan,Shoulder Season,DK,20,22,1.1,201.49,Group,OTA,Oceanic Travels,,4432.82,Transite,83,21/12/18,Canceled
5,Loop Property,06/01/19,2019,Jan,Shoulder Season,ZA,17,18,1.1,181.72,Corporate,Corporate,ZanziTours,Company C,3270.96,Transite,175,01/01/19,Confirmed
4,Michamvi Property,06/01/19,2019,Jan,Shoulder Season,NL,18,19,1.1,210.39,Business,Website,ZanziTours,Company A,3997.48,Transite,25,27/12/18,No Show
7,Mwezi Property,06/01/19,2019,Jan,Shoulder Season,BR,22,23,1,164.47,Business,OTA,TO Africa,,3782.82,Transite,114,27/12/18,Canceled
3,Nur Property,06/01/19,2019,Jan,Shoulder Season,LU,17,18,1.1,203.72,Business,Website,ZanziTours,Company A,3666.92,Transite,139,26/12/18,Confirmed
1,Kasha Property,07/01/19,2019,Jan,Shoulder Season,DK,6,6,1,506.73,Leisure,TA/TO,Oceanic Travels,,3040.36,Transite,161,21/12/18,Canceled
2,Casa Property,07/01/19,2019,Jan,Shoulder Season,DE,14,15,1.1,148.65,Corporate,TA/TO,ZanziTours,Company B,2229.72,Transite,50,29/12/18,Confirmed
6,Fun Property,07/01/19,2019,Jan,Shoulder Season,SK,20,22,1.1,171.95,Group,Website,ZanziTours,Company A,3782.94,Transite,150,15/12/18,Canceled
5,Loop Property,07/01/19,2019,Jan,Shoulder Season,AT,17,18,1.1,159.66,Group,TA/TO,Oceanic Travels,,2873.81,Transite,170,28/12/18,No Show
4,Michamvi Property,07/01/19,2019,Jan,Shoulder Season,CH,18,19,1.1,160.08,Leisure,OTA,TO Africa,,3041.61,Transite,48,21/12/18,Canceled
7,Mwezi Property,07/01/19,2019,Jan,Shoulder Season,HU,22,24,1.1,184.18,Business,Direct,Sunset Ltd,Company C,4420.36,Transite,11,14/12/18,Confirmed
3,Nur Property,07/01/19,2019,Jan,Shoulder Season,NL,17,18,1.1,175.64,Group,Website,TO Africa,Company A,3161.51,Transite,112,06/01/19,Confirmed
1,Kasha Property,08/01/19,2019,Jan,Shoulder Season,CH,6,6,1,510.04,Corporate,Group,Sunset Ltd,Company C,3060.25,Transite,147,28/12/18,No Show
2,Casa Property,08/01/19,2019,Jan,Shoulder Season,IE,14,15,1.1,188.18,Leisure,Direct,Oceanic Travels,Company C,2822.66,Transite,99,23/12/18,Canceled
6,Fun Property,08/01/19,2019,Jan,Shoulder Season,US,20,21,1.1,187.71,Group,OTA,Sunset Ltd,Company A,3941.91,Transite,57,24/12/18,Canceled
5,Loop Property,08/01/19,2019,Jan,Shoulder Season,IN,17,18,1.1,185.16,Business,OTA,ZanziTours,,3332.87,Transite,126,21/12/18,Confirmed
4,Michamvi Property,08/01/19,2019,Jan,Shoulder Season,UK,18,19,1.1,167.75,Leisure,OTA,ZanziTours,Company A,3187.25,Transite,24,15/12/18,Canceled
7,Mwezi Property,08/01/19,2019,Jan,Shoulder Season,DK,22,24,1.1,185.04,Leisure,OTA,ZanziTours,Company C,4440.97,Transite,168,28/12/18,Canceled
3,Nur Property,08/01/19,2019,Jan,Shoulder Season,CA,17,18,1.1,144.66,Leisure,OTA,Oceanic Travels,Company B,2603.88,Transite,38,29/12/18,Canceled
1,Kasha Property,09/01/19,2019,Jan,Shoulder Season,HU,6,6,1,475.22,Group,OTA,TO Africa,Company C,2851.29,Transite,13,22/12/18,Confirmed
2,Casa Property,09/01/19,2019,Jan,Shoulder Season,CH,14,15,1.1,187.58,Leisure,TA/TO,Sunset Ltd,Company A,2813.64,Transite,49,23/12/18,Confirmed
6,Fun Property,09/01/19,2019,Jan,Shoulder Season,SK,20,22,1.1,149.27,Business,Website,ZanziTours,Company B,3284,Transite,82,14/12/18,No Show
5,Loop Property,09/01/19,2019,Jan,Shoulder Season,IE,17,17,1,174.04,Corporate,Website,Sunset Ltd,,2958.74,Transite,1,02/01/19,Confirmed
4,Michamvi Property,09/01/19,2019,Jan,Shoulder Season,RO,18,19,1.1,141.11,Leisure,Group,Oceanic Travels,Company C,2681.07,Transite,38,23/12/18,Confirmed
7,Mwezi Property,09/01/19,2019,Jan,Shoulder Season,AU,22,24,1.1,209.47,Leisure,Website,Oceanic Travels,Company C,5027.31,Transite,30,03/01/19,Confirmed
3,Nur Property,09/01/19,2019,Jan,Shoulder Season,IN,17,18,1.1,149.6,Group,OTA,TO Africa,Company A,2692.79,Transite,28,01/01/19,Confirmed
1,Kasha Property,10/01/19,2019,Jan,Shoulder Season,LV,6,6,1,494.41,Business,OTA,ZanziTours,,2966.47,Transite,172,09/01/19,Confirmed
2,Casa Property,10/01/19,2019,Jan,Shoulder Season,CN,14,15,1.1,152.45,Leisure,OTA,TO Africa,Company A,2286.81,Transite,163,09/01/19,No Show
6,Fun Property,10/01/19,2019,Jan,Shoulder Season,IE,20,22,1.1,152.82,Group,Direct,TO Africa,Company C,3362.02,Transite,139,12/12/18,Confirmed
5,Loop Property,10/01/19,2019,Jan,Shoulder Season,AU,17,18,1.1,162.72,Corporate,Direct,ZanziTours,Company A,2929.04,Transite,85,26/12/18,Confirmed
4,Michamvi Property,10/01/19,2019,Jan,Shoulder Season,DK,18,19,1.1,157.59,Leisure,OTA,TO Africa,,2994.3,Transite,165,26/12/18,Confirmed
7,Mwezi Property,10/01/19,2019,Jan,Shoulder Season,BE,22,24,1.1,176.03,Leisure,OTA,Sunset Ltd,Company C,4224.79,Transite,26,01/01/19,No Show
3,Nur Property,10/01/19,2019,Jan,Shoulder Season,IE,17,18,1.1,175.53,Business,Corporate,ZanziTours,Company B,3159.46,Transite,124,22/12/18,No Show
1,Kasha Property,11/01/19,2019,Jan,Shoulder Season,CN,6,6,1,508.86,Business,OTA,Oceanic Travels,Company B,3053.17,Transite,166,28/12/18,Confirmed
2,Casa Property,11/01/19,2019,Jan,Shoulder Season,NL,14,15,1.1,155.17,Business,Group,Sunset Ltd,,2327.53,Transite,98,21/12/18,Confirmed
6,Fun Property,11/01/19,2019,Jan,Shoulder Season,RO,20,21,1.1,201.4,Leisure,OTA,ZanziTours,,4229.46,Transite,133,04/01/19,Canceled
5,Loop Property,11/01/19,2019,Jan,Shoulder Season,SI,17,18,1.1,183.69,Group,Website,Oceanic Travels,Company B,3306.49,Transite,80,25/12/18,No Show
4,Michamvi Property,11/01/19,2019,Jan,Shoulder Season,CH,18,19,1.1,153.99,Leisure,Website,TO Africa,Company B,2925.72,Transite,19,28/12/18,No Show
7,Mwezi Property,11/01/19,2019,Jan,Shoulder Season,PL,22,24,1.1,184.91,Group,OTA,Oceanic Travels,Company C,4437.94,Transite,138,06/01/19,Confirmed
3,Nur Property,11/01/19,2019,Jan,Shoulder Season,BG,17,18,1.1,190.25,Corporate,TA/TO,Sunset Ltd,Company C,3424.44,Transite,84,15/12/18,Canceled
1,Kasha Property,12/01/19,2019,Jan,Shoulder Season,NL,6,6,1,590.84,Business,TA/TO,Oceanic Travels,Company A,3545.05,Transite,35,20/12/18,Canceled
2,Casa Property,12/01/19,2019,Jan,Shoulder Season,PL,14,15,1.1,198.73,Corporate,OTA,ZanziTours,Company C,2981,Transite,6,23/12/18,Canceled
6,Fun Property,12/01/19,2019,Jan,Shoulder Season,CA,20,22,1.1,173.9,Leisure,OTA,ZanziTours,Company B,3825.84,Transite,27,17/12/18,No Show
5,Loop Property,12/01/19,2019,Jan,Shoulder Season,IE,17,18,1.1,170.74,Corporate,Website,Oceanic Travels,Company B,3073.26,Transite,148,10/01/19,Confirmed
4,Michamvi Property,12/01/19,2019,Jan,Shoulder Season,LU,18,19,1.1,182.99,Business,TA/TO,TO Africa,Company B,3476.86,Transite,58,27/12/18,Confirmed
7,Mwezi Property,12/01/19,2019,Jan,Shoulder Season,DE,22,24,1.1,192.5,Business,OTA,Sunset Ltd,Company A,4620.03,Transite,168,22/12/18,No Show
3,Nur Property,12/01/19,2019,Jan,Shoulder Season,LT,17,18,1.1,182.05,Corporate,Group,ZanziTours,Company C,3276.99,Transite,35,25/12/18,Canceled
1,Kasha Property,13/01/19,2019,Jan,Shoulder Season,FR,6,6,1,466.11,Leisure,Direct,ZanziTours,Company A,2796.65,Transite,102,11/01/19,Confirmed
2,Casa Property,13/01/19,2019,Jan,Shoulder Season,AE,14,15,1.1,171.81,Corporate,OTA,Sunset Ltd,,2577.12,Transite,38,15/12/18,No Show
6,Fun Property,13/01/19,2019,Jan,Shoulder Season,UK,20,22,1.1,148.34,Group,Direct,Oceanic Travels,Company A,3263.5,Transite,165,18/12/18,No Show
5,Loop Property,13/01/19,2019,Jan,Shoulder Season,SK,17,18,1.1,149.52,Leisure,Website,Oceanic Travels,Company C,2691.37,Transite,62,27/12/18,No Show
4,Michamvi Property,13/01/19,2019,Jan,Shoulder Season,CZ,18,19,1.1,153.15,Leisure,Group,Oceanic Travels,Company C,2909.76,Transite,87,17/12/18,Canceled
7,Mwezi Property,13/01/19,2019,Jan,Shoulder Season,NL,22,24,1.1,182.35,Business,Direct,TO Africa,Company A,4376.52,Transite,18,10/01/19,Canceled
3,Nur Property,13/01/19,2019,Jan,Shoulder Season,NL,17,18,1.1,182.09,Corporate,OTA,ZanziTours,,3277.57,Transite,97,19/12/18,No Show
1,Kasha Property,14/01/19,2019,Jan,Shoulder Season,CZ,6,6,1,485.04,Business,OTA,TO Africa,Company A,2910.23,Transite,172,04/01/19,No Show
2,Casa Property,14/01/19,2019,Jan,Shoulder Season,UK,14,15,1.1,195.14,Business,Direct,Oceanic Travels,Company A,2927.1,Transite,176,03/01/19,Canceled
6,Fun Property,14/01/19,2019,Jan,Shoulder Season,FR,20,22,1.1,179.63,Group,Corporate,TO Africa,Company A,3951.86,Transite,101,31/12/18,Canceled
5,Loop Property,14/01/19,2019,Jan,Shoulder Season,LU,17,18,1.1,146.2,Group,OTA,ZanziTours,,2631.59,Transite,170,27/12/18,Canceled
4,Michamvi Property,14/01/19,2019,Jan,Shoulder Season,NL,18,19,1.1,173.84,Business,OTA,Sunset Ltd,,3302.89,Transite,159,11/01/19,Confirmed
7,Mwezi Property,14/01/19,2019,Jan,Shoulder Season,ZA,22,24,1.1,176.71,Corporate,OTA,ZanziTours,Company B,4241.1,Transite,118,28/12/18,No Show
3,Nur Property,14/01/19,2019,Jan,Shoulder Season,IE,17,18,1.1,168.17,Leisure,OTA,TO Africa,,3027.01,Transite,91,25/12/18,Confirmed
1,Kasha Property,15/01/19,2019,Jan,Shoulder Season,DE,6,6,1,505.98,Corporate,TA/TO,Sunset Ltd,Company A,3035.89,Transite,100,19/12/18,Canceled
2,Casa Property,15/01/19,2019,Jan,Shoulder Season,LU,14,15,1.1,189.18,Corporate,Website,Sunset Ltd,Company B,2837.74,Transite,58,16/12/18,No Show
6,Fun Property,15/01/19,2019,Jan,Shoulder Season,BE,20,22,1.1,163.18,Business,OTA,Oceanic Travels,Company B,3589.9,Transite,46,08/01/19,No Show
5,Loop Property,15/01/19,2019,Jan,Shoulder Season,CN,17,18,1.1,188.78,Group,OTA,Oceanic Travels,Company C,3398.04,Transite,132,20/12/18,Canceled
4,Michamvi Property,15/01/19,2019,Jan,Shoulder Season,PL,18,19,1.1,189.87,Group,Direct,TO Africa,,3607.58,Transite,169,08/01/19,Canceled
7,Mwezi Property,15/01/19,2019,Jan,Shoulder Season,IN,22,24,1.1,185.18,Corporate,OTA,ZanziTours,Company C,4444.38,Transite,77,17/12/18,Canceled
3,Nur Property,15/01/19,2019,Jan,Shoulder Season,EE,17,18,1.1,185.38,Group,Website,Sunset Ltd,Company C,3336.77,Transite,22,08/01/19,Canceled
1,Kasha Property,16/01/19,2019,Jan,Shoulder Season,AE,6,6,1,464.09,Business,Group,Sunset Ltd,,2784.55,Transite,112,05/01/19,Canceled
2,Casa Property,16/01/19,2019,Jan,Shoulder Season,SK,14,15,1.1,185.25,Leisure,Group,ZanziTours,Company A,2778.69,Transite,163,05/01/19,No Show
6,Fun Property,16/01/19,2019,Jan,Shoulder Season,UK,20,22,1.1,162.74,Group,TA/TO,Oceanic Travels,Company B,3580.19,Transite,137,13/01/19,No Show
5,Loop Property,16/01/19,2019,Jan,Shoulder Season,NL,17,18,1.1,174.74,Group,OTA,Sunset Ltd,Company B,3145.31,Transite,59,15/01/19,Canceled
4,Michamvi Property,16/01/19,2019,Jan,Shoulder Season,CH,18,19,1.1,171.16,Leisure,Group,Oceanic Travels,Company B,3252.06,Transite,102,05/01/19,No Show
7,Mwezi Property,16/01/19,2019,Jan,Shoulder Season,SK,22,24,1.1,197.08,Leisure,OTA,ZanziTours,Company A,4729.9,Transite,144,24/12/18,No Show
3,Nur Property,16/01/19,2019,Jan,Shoulder Season,IN,17,18,1.1,171.81,Business,Direct,Oceanic Travels,,3092.64,Transite,96,17/12/18,Canceled
1,Kasha Property,17/01/19,2019,Jan,Shoulder Season,LT,6,6,1,557.96,Corporate,Corporate,Sunset Ltd,,3347.73,Transite,176,04/01/19,No Show
2,Casa Property,17/01/19,2019,Jan,Shoulder Season,HU,14,15,1.1,192.84,Group,OTA,Oceanic Travels,Company A,2892.62,Transite,7,02/01/19,No Show
6,Fun Property,17/01/19,2019,Jan,Shoulder Season,JP,20,22,1.1,177.49,Corporate,OTA,TO Africa,Company A,3904.88,Transite,111,06/01/19,No Show
5,Loop Property,17/01/19,2019,Jan,Shoulder Season,EE,17,18,1.1,146.88,Business,Direct,Oceanic Travels,,2643.76,Transite,108,11/01/19,Canceled
