hotel_id,Hotel Property,Arrival Date,Year,Arrival Months,Seasons,country,available Rooms,Room Sold,occupancy,ADR,market_segment,distribution_channel,to_name,company,Revenue,customer_type,lead_time,reservation_status_date,Reservation Status,Projected PickUp 
2,Casa Property,20/05/18,2018,May,Low Season,DE,14,12,0.9,138.67,Leisure,Direct,TO Africa,Company C,1664.01,Transient,15,16/06/14,Confirmed,9
6,Fun Property,20/05/18,2018,May,Low Season,AT,20,16,0.8,118.55,Leisure,OTA,Oceanic Travels,Company C,1896.81,Transient,279,26/09/13,Confirmed,9
5,Loop Property,20/05/18,2018,May,Low Season,SK,17,15,0.9,102.65,Business,Direct,ZanziTours,Company B,1539.72,Transient,137,16/02/14,Confirmed,7
4,Michamvi Property,20/05/18,2018,May,Low Season,CH,18,17,0.9,101.37,Leisure,OTA,ZanziTours,Company C,1723.36,Transient,49,16/05/14,Confirmed,7
7,Mwezi Property,20/05/18,2018,May,Low Season,CH,22,20,0.9,134.57,Business,Group,Oceanic Travels,,2691.44,Contract,5,30/06/14,Confirmed,9
3,Nur Property,20/05/18,2018,May,Low Season,BG,17,17,1,121.26,Group,Direct,Sunset Ltd,Company B,2061.34,Transient,13,23/06/14,Confirmed,10
1,Kasha Property,21/05/18,2018,May,Low Season,US,6,5,0.8,392.45,Leisure,OTA,ZanziTours,Company A,1962.27,Transient,176,12/01/14,Confirmed,10
2,Casa Property,21/05/18,2018,May,Low Season,AU,14,9,0.6,131.94,Corporate,Group,Sunset Ltd,Company A,1187.44,Transient,5,03/07/14,Confirmed,10
6,Fun Property,21/05/18,2018,May,Low Season,EE,20,18,0.9,104.29,Group,Group,TO Africa,Company A,1877.29,Contract,29,10/06/14,Confirmed,8
5,Loop Property,21/05/18,2018,May,Low Season,BE,17,14,0.8,117.66,Leisure,OTA,ZanziTours,Company B,1647.29,Transient,35,05/06/14,Confirmed,7
4,Michamvi Property,21/05/18,2018,May,Low Season,LU,18,11,0.6,104.31,Group,Website,TO Africa,,1147.41,Transient,11,30/06/14,Confirmed,8
7,Mwezi Property,21/05/18,2018,May,Low Season,IE,22,22,1,108.78,Group,TA/TO,Sunset Ltd,Company C,2393.24,Transient,153,09/02/14,Confirmed,10
3,Nur Property,21/05/18,2018,May,Low Season,RO,17,11,0.6,117.88,Corporate,TA/TO,Sunset Ltd,Company A,1296.71,Transient,41,02/06/14,Confirmed,9
1,Kasha Property,22/05/18,2018,May,Low Season,EE,6,5,0.8,371.8,Group,Group,ZanziTours,Company A,1858.99,Transient,3,11/07/14,Confirmed,10
2,Casa Property,22/05/18,2018,May,Low Season,AE,14,14,1,119.1,Business,Direct,ZanziTours,Company C,1667.34,Transient,31,14/06/14,Confirmed,7
6,Fun Property,22/05/18,2018,May,Low Season,FR,20,15,0.8,136.89,Group,Website,Oceanic Travels,Company A,2053.3,Transient,17,29/06/14,Confirmed,7
5,Loop Property,22/05/18,2018,May,Low Season,UK,17,17,1,132.66,Corporate,Website,Oceanic Travels,Company B,2255.25,Transient,8,09/07/14,Confirmed,10
4,Michamvi Property,22/05/18,2018,May,Low Season,NL,18,13,0.7,108.7,Leisure,OTA,ZanziTours,Company A,1413.07,Transient,86,23/04/14,Confirmed,9
7,Mwezi Property,22/05/18,2018,May,Low Season,LT,22,24,1.1,125.93,Corporate,TA/TO,ZanziTours,Company C,3022.29,Transient,49,31/05/14,Confirmed,9
3,Nur Property,22/05/18,2018,May,Low Season,AT,17,17,1,114.27,Leisure,OTA,Sunset Ltd,Company B,1942.61,Transient,181,20/01/14,Confirmed,7
1,Kasha Property,23/05/18,2018,May,Low Season,SK,6,6,1,396.98,Business,Website,ZanziTours,Company B,2381.9,Transient,279,15/10/13,Confirmed,9
2,Casa Property,23/05/18,2018,May,Low Season,EE,14,12,0.9,131.29,Group,Direct,ZanziTours,,1575.48,Transient,304,21/09/13,Confirmed,8
6,Fun Property,23/05/18,2018,May,Low Season,IN,20,19,1,102.12,Group,Website,TO Africa,Company C,1940.35,Transient,346,11/08/13,Confirmed,9
5,Loop Property,23/05/18,2018,May,Low Season,FR,17,16,0.9,122.1,Leisure,TA/TO,ZanziTours,Company B,1953.55,Transient,15,09/07/14,Confirmed,9
4,Michamvi Property,23/05/18,2018,May,Low Season,AT,18,19,1.1,122.81,Leisure,TA/TO,TO Africa,Company A,2333.48,Transient,160,15/02/14,Confirmed,7
7,Mwezi Property,23/05/18,2018,May,Low Season,CZ,22,19,0.9,134.25,Business,OTA,Oceanic Travels,Company C,2550.79,Transient,136,12/03/14,Confirmed,9
3,Nur Property,23/05/18,2018,May,Low Season,FR,17,18,1.1,126.71,Group,Website,Sunset Ltd,Company A,2280.85,Transient,58,30/05/14,Confirmed,8
1,Kasha Property,24/05/18,2018,May,Low Season,BG,6,5,0.8,392.22,Leisure,Direct,Oceanic Travels,Company B,1961.1,Transient,128,22/03/14,Confirmed,7
2,Casa Property,24/05/18,2018,May,Low Season,NL,14,9,0.6,146.43,Business,Direct,Sunset Ltd,Company A,1317.86,Transient,39,20/06/14,Confirmed,10
6,Fun Property,24/05/18,2018,May,Low Season,RO,20,16,0.8,113.16,Corporate,TA/TO,Sunset Ltd,Company A,1810.6,Transient,165,15/02/14,Confirmed,8
5,Loop Property,24/05/18,2018,May,Low Season,BE,17,12,0.7,105.27,Corporate,TA/TO,TO Africa,Company B,1263.24,Transient,31,30/06/14,Confirmed,8
4,Michamvi Property,24/05/18,2018,May,Low Season,IN,18,15,0.8,102.11,Corporate,OTA,Oceanic Travels,Company A,1531.69,Transient,88,04/04/15,Confirmed,11
7,Mwezi Property,24/05/18,2018,May,Low Season,EE,22,16,0.7,117.98,Corporate,Direct,Sunset Ltd,Company B,1887.66,Transient,11,21/06/15,Confirmed,9
3,Nur Property,24/05/18,2018,May,Low Season,EE,17,12,0.7,137.82,Business,OTA,Sunset Ltd,Company A,1653.87,Transient,4,29/06/15,Confirmed,10
1,Kasha Property,25/05/18,2018,May,Low Season,LT,6,5,0.8,357.81,Group,Direct,TO Africa,,1789.04,Transient,89,06/04/15,Confirmed,8
2,Casa Property,25/05/18,2018,May,Low Season,NL,14,10,0.7,145.56,Business,Group,Oceanic Travels,,1455.61,Transient,17,18/06/15,Confirmed,11
6,Fun Property,25/05/18,2018,May,Low Season,PL,20,14,0.7,125.62,Corporate,OTA,ZanziTours,Company C,1758.7,Transient,30,06/06/15,Confirmed,8
5,Loop Property,25/05/18,2018,May,Low Season,UK,17,13,0.8,131.56,Group,Direct,Oceanic Travels,Company C,1710.34,Contract,34,03/06/15,Confirmed,8
4,Michamvi Property,25/05/18,2018,May,Low Season,DK,18,15,0.8,121.04,Group,OTA,Sunset Ltd,Company B,1815.63,Transient,86,13/04/15,Confirmed,10
7,Mwezi Property,25/05/18,2018,May,Low Season,LU,22,20,0.9,118.74,Group,Website,Oceanic Travels,Company B,2374.82,Transient,203,18/12/14,Confirmed,9
3,Nur Property,25/05/18,2018,May,Low Season,SK,17,18,1.1,121.74,Business,Group,ZanziTours,Company B,2191.39,Transient,23,17/06/15,Confirmed,10
1,Kasha Property,26/05/18,2018,May,Low Season,CA,6,4,0.7,396.72,Corporate,Website,TO Africa,Company B,1586.88,TransientParty,16,25/06/15,Confirmed,8
2,Casa Property,26/05/18,2018,May,Low Season,NL,14,12,0.9,109.18,Business,OTA,ZanziTours,Company C,1310.15,Transient,47,26/05/15,Confirmed,11
6,Fun Property,26/05/18,2018,May,Low Season,BE,20,22,1.1,133.51,Business,OTA,Sunset Ltd,Company C,2937.32,Transient,31,12/06/15,Confirmed,11
5,Loop Property,26/05/18,2018,May,Low Season,DK,17,15,0.9,131.81,Business,Group,ZanziTours,Company B,1977.13,Transient,137,27/02/15,Confirmed,11
4,Michamvi Property,26/05/18,2018,May,Low Season,IN,18,16,0.9,117.41,Group,OTA,Sunset Ltd,Company A,1878.59,TransientParty,85,21/04/15,Confirmed,10
7,Mwezi Property,26/05/18,2018,May,Low Season,LU,22,21,1,133.82,Leisure,Website,TO Africa,Company B,2810.24,Transient,3,13/07/15,Confirmed,10
3,Nur Property,26/05/18,2018,May,Low Season,US,17,16,0.9,140.25,Corporate,OTA,Sunset Ltd,Company A,2243.99,Transient,38,09/06/15,Confirmed,10
1,Kasha Property,27/05/18,2018,May,Low Season,LU,6,5,0.8,399.31,Corporate,TA/TO,Oceanic Travels,,1996.53,Transient,44,04/06/15,Confirmed,8
2,Casa Property,27/05/18,2018,May,Low Season,BE,14,11,0.8,119.65,Group,OTA,TO Africa,Company A,1316.2,Transient,151,18/02/15,Confirmed,9
6,Fun Property,27/05/18,2018,May,Low Season,RO,20,12,0.6,127.03,Leisure,OTA,ZanziTours,Company A,1524.33,Transient,133,09/03/15,Confirmed,9
5,Loop Property,27/05/18,2018,May,Low Season,PL,17,13,0.8,116.15,Corporate,OTA,Sunset Ltd,Company A,1509.92,Transient,8,13/07/15,Confirmed,8
4,Michamvi Property,27/05/18,2018,May,Low Season,RO,18,18,1,114.45,Leisure,Website,TO Africa,Company A,2060.01,Transient,21,01/07/15,Confirmed,10
7,Mwezi Property,27/05/18,2018,May,Low Season,AT,22,19,0.9,102.1,Leisure,Website,Sunset Ltd,Company C,1939.93,Transient,119,26/03/15,Confirmed,10
3,Nur Property,27/05/18,2018,May,Low Season,DK,17,11,0.6,114.36,Corporate,Website,TO Africa,Company A,1258,Transient,14,10/07/15,Confirmed,11
1,Kasha Property,28/05/18,2018,May,Low Season,US,6,4,0.7,386.9,Corporate,OTA,Sunset Ltd,,1547.62,Transient,145,02/03/15,Confirmed,11
2,Casa Property,28/05/18,2018,May,Low Season,BE,14,13,0.9,117.7,Group,OTA,ZanziTours,Company B,1530.06,Transient,116,01/04/15,Confirmed,11
6,Fun Property,28/05/18,2018,May,Low Season,CH,20,19,1,121.08,Corporate,Direct,Oceanic Travels,,2300.52,Transient,191,17/01/15,Confirmed,11
5,Loop Property,28/05/18,2018,May,Low Season,UK,17,11,0.6,100.65,Corporate,OTA,Sunset Ltd,Company A,1107.19,Transient,229,11/12/14,Confirmed,11
4,Michamvi Property,28/05/18,2018,May,Low Season,HU,18,15,0.8,137.11,Leisure,Group,ZanziTours,Company B,2056.72,Transient,38,21/06/15,Confirmed,10
7,Mwezi Property,28/05/18,2018,May,Low Season,NL,22,21,1,131,Corporate,TA/TO,ZanziTours,Company B,2751.1,Transient,1,29/07/15,Confirmed,10
3,Nur Property,28/05/18,2018,May,Low Season,SK,17,12,0.7,104.5,Corporate,Website,Sunset Ltd,Company A,1253.96,Transient,90,02/05/15,Confirmed,9
1,Kasha Property,29/05/18,2018,May,Low Season,UK,6,6,1,393.61,Leisure,Group,TO Africa,Company C,2361.65,Transient,20,11/06/16,Confirmed,13
2,Casa Property,29/05/18,2018,May,Low Season,DE,14,9,0.6,114.01,Group,OTA,Oceanic Travels,Company B,1026.09,Transient,320,17/08/15,Confirmed,10
6,Fun Property,29/05/18,2018,May,Low Season,AT,20,14,0.7,128.27,Corporate,Website,Sunset Ltd,Company A,1795.79,Transient,95,30/03/16,Confirmed,11
5,Loop Property,29/05/18,2018,May,Low Season,IE,17,14,0.8,123.6,Group,OTA,ZanziTours,Company C,1730.41,Transient,4,30/06/16,Confirmed,11
4,Michamvi Property,29/05/18,2018,May,Low Season,CH,18,11,0.6,120.89,Corporate,Website,ZanziTours,Company C,1329.74,Transient,55,11/05/16,Confirmed,13
7,Mwezi Property,29/05/18,2018,May,Low Season,NL,22,16,0.7,116.23,Corporate,Group,Oceanic Travels,,1859.74,Transient,23,13/06/16,Confirmed,10
3,Nur Property,29/05/18,2018,May,Low Season,JP,17,18,1.1,131.4,Corporate,OTA,ZanziTours,Company B,2365.29,Transient,118,11/03/16,Confirmed,11
1,Kasha Property,30/05/18,2018,May,Low Season,ZA,6,6,1,335.9,Group,Direct,ZanziTours,Company A,2015.41,Transient,54,15/05/16,Confirmed,9
2,Casa Property,30/05/18,2018,May,Low Season,SI,14,11,0.8,123.63,Corporate,OTA,Sunset Ltd,Company B,1359.92,Transient,12,27/06/16,Confirmed,12
6,Fun Property,30/05/18,2018,May,Low Season,LU,20,19,1,125.35,Corporate,OTA,Sunset Ltd,Company A,2381.73,Transient,1,09/07/16,Confirmed,9
5,Loop Property,30/05/18,2018,May,Low Season,SK,17,13,0.8,118.2,Group,Website,ZanziTours,,1536.65,Transient,97,05/04/16,Confirmed,10
4,Michamvi Property,30/05/18,2018,May,Low Season,CN,18,11,0.6,107.49,Group,OTA,Oceanic Travels,Company A,1182.42,Transient,140,23/02/16,Confirmed,11
7,Mwezi Property,30/05/18,2018,May,Low Season,AT,22,18,0.8,115.46,Group,Direct,ZanziTours,Company B,2078.34,Transient,305,12/09/15,Confirmed,9
3,Nur Property,30/05/18,2018,May,Low Season,IE,17,16,0.9,134.72,Group,Group,TO Africa,,2155.48,Transient,273,15/10/15,Confirmed,10
1,Kasha Property,31/05/18,2018,May,Low Season,DK,6,5,0.8,325.74,Business,OTA,Sunset Ltd,,1628.69,Transient,162,04/02/16,Confirmed,13
2,Casa Property,31/05/18,2018,May,Low Season,ZA,14,9,0.6,125.7,Business,OTA,Sunset Ltd,Company A,1131.34,Transient,10,06/07/16,Confirmed,13
6,Fun Property,31/05/18,2018,May,Low Season,CZ,20,19,1,117.26,Group,OTA,Oceanic Travels,Company B,2227.88,Transient,125,14/03/16,Confirmed,10
5,Loop Property,31/05/18,2018,May,Low Season,CH,17,13,0.8,119.08,Group,Website,Oceanic Travels,,1548,Transient,22,26/06/16,Confirmed,9
4,Michamvi Property,31/05/18,2018,May,Low Season,LU,18,12,0.7,98.39,Leisure,OTA,Oceanic Travels,,1180.62,Transient,64,16/05/16,Confirmed,10
7,Mwezi Property,31/05/18,2018,May,Low Season,SK,22,17,0.8,130.41,Corporate,TA/TO,Oceanic Travels,Company C,2216.97,Transient,2,18/07/16,Confirmed,9
3,Nur Property,31/05/18,2018,May,Low Season,IN,17,12,0.7,127.78,Leisure,Website,Oceanic Travels,,1533.4,Transient,1,20/07/16,Confirmed,13
1,Kasha Property,01/06/18,2018,Jun,Shoulder Season,UK,6,6,1,460.49,Leisure,Website,Sunset Ltd,Company B,2762.94,Transient,5,17/07/16,Confirmed,11
2,Casa Property,01/06/18,2018,Jun,Shoulder Season,DE,14,14,1,167.79,Leisure,Corporate,Oceanic Travels,Company B,2349.13,Transient,74,10/05/16,Confirmed,10
6,Fun Property,01/06/18,2018,Jun,Shoulder Season,HU,20,22,1.1,163.15,Group,Group,Sunset Ltd,Company B,3589.32,Transient,41,13/06/16,Confirmed,10
5,Loop Property,01/06/18,2018,Jun,Shoulder Season,BE,17,18,1.1,157.52,Group,TA/TO,Oceanic Travels,,2835.43,Transient,25,30/06/16,Confirmed,13
4,Michamvi Property,01/06/18,2018,Jun,Shoulder Season,IN,18,19,1.1,160.06,Business,Group,Oceanic Travels,,3041.09,Transient,30,26/06/16,Confirmed,13
7,Mwezi Property,01/06/18,2018,Jun,Shoulder Season,JP,22,22,1,164.2,Corporate,Group,ZanziTours,Company B,3612.49,Transient,51,06/06/16,Confirmed,12
3,Nur Property,01/06/18,2018,Jun,Shoulder Season,BE,17,18,1.1,151.49,Group,OTA,TO Africa,Company B,2726.87,Transient,21,07/07/16,Confirmed,10
1,Kasha Property,02/06/18,2018,Jun,Shoulder Season,LU,6,6,1,494.21,Leisure,Direct,Sunset Ltd,Company A,2965.26,Transient,298,05/10/15,Confirmed,12
2,Casa Property,02/06/18,2018,Jun,Shoulder Season,EE,14,13,0.9,155.44,Corporate,Direct,ZanziTours,,2020.77,Transient,0,30/07/16,Confirmed,11
6,Fun Property,02/06/18,2018,Jun,Shoulder Season,EE,20,22,1.1,168.5,Corporate,OTA,ZanziTours,Company B,3706.96,Transient,44,17/06/16,Confirmed,10
5,Loop Property,02/06/18,2018,Jun,Shoulder Season,IE,17,18,1.1,138.73,Leisure,TA/TO,TO Africa,Company A,2497.23,Transient,10,21/06/17,Confirmed,10
4,Michamvi Property,02/06/18,2018,Jun,Shoulder Season,AT,18,19,1.1,163.81,Business,TA/TO,Oceanic Travels,Company C,3112.37,Transient,127,25/02/17,Confirmed,11
7,Mwezi Property,02/06/18,2018,Jun,Shoulder Season,DE,22,24,1.1,180.64,Business,TA/TO,ZanziTours,,4335.48,Transient,143,10/02/17,Confirmed,12
3,Nur Property,02/06/18,2018,Jun,Shoulder Season,BE,17,18,1.1,151.34,Corporate,OTA,Oceanic Travels,Company C,2724.03,Transient,301,06/09/16,Confirmed,12
1,Kasha Property,03/06/18,2018,Jun,Shoulder Season,BE,6,6,1,409.55,Corporate,OTA,TO Africa,,2457.33,Transient,52,14/05/17,Confirmed,11
2,Casa Property,03/06/18,2018,Jun,Shoulder Season,PL,14,15,1.1,156.58,Group,Website,Oceanic Travels,,2348.66,Transient,115,13/03/17,Confirmed,12
6,Fun Property,03/06/18,2018,Jun,Shoulder Season,UK,20,20,1,173.83,Group,Corporate,TO Africa,Company B,3476.63,Transient,237,12/11/16,Confirmed,12
5,Loop Property,03/06/18,2018,Jun,Shoulder Season,IE,17,17,1,169.77,Leisure,Direct,Sunset Ltd,,2886.07,Transient,47,22/05/17,Confirmed,12
4,Michamvi Property,03/06/18,2018,Jun,Shoulder Season,LU,18,16,0.9,161.64,Leisure,Website,ZanziTours,Company B,2586.31,Transient,226,25/11/16,Confirmed,11
7,Mwezi Property,03/06/18,2018,Jun,Shoulder Season,SI,22,24,1.1,155.01,Corporate,TA/TO,Oceanic Travels,,3720.26,Transient,59,12/05/17,Confirmed,13
3,Nur Property,03/06/18,2018,Jun,Shoulder Season,BE,17,18,1.1,142.62,Group,Direct,Sunset Ltd,Company C,2567.16,Transient,69,03/05/17,Confirmed,12
1,Kasha Property,04/06/18,2018,Jun,Shoulder Season,LU,6,6,1,407.99,Corporate,Website,TO Africa,Company A,2447.92,Transient,200,24/12/16,Confirmed,10
2,Casa Property,04/06/18,2018,Jun,Shoulder Season,DE,14,15,1.1,136.1,Corporate,Group,TO Africa,Company B,2041.53,Transient,36,07/06/17,Confirmed,12
6,Fun Property,04/06/18,2018,Jun,Shoulder Season,CH,20,22,1.1,154.86,Business,OTA,Oceanic Travels,Company C,3406.99,Transient,9,05/07/17,Confirmed,10
5,Loop Property,04/06/18,2018,Jun,Shoulder Season,UK,17,17,1,144.34,Business,Group,ZanziTours,Company A,2453.79,Transient,19,26/06/17,Confirmed,10
4,Michamvi Property,04/06/18,2018,Jun,Shoulder Season,CN,18,19,1.1,178.33,Leisure,Direct,TO Africa,,3388.34,TransientParty,65,12/05/17,Confirmed,12
7,Mwezi Property,04/06/18,2018,Jun,Shoulder Season,FR,22,24,1.1,163.25,Leisure,Direct,Sunset Ltd,,3917.9,TransientParty,3,14/07/17,Confirmed,13
3,Nur Property,04/06/18,2018,Jun,Shoulder Season,ZA,17,16,0.9,165.74,Corporate,OTA,Oceanic Travels,Company B,2651.79,Transient,24,24/06/17,Confirmed,10
1,Kasha Property,05/06/18,2018,Jun,Shoulder Season,SI,6,5,0.8,468.34,Group,Group,TO Africa,Company C,2341.69,Transient,159,10/02/17,Confirmed,12
2,Casa Property,05/06/18,2018,Jun,Shoulder Season,UK,14,14,1,155.97,Business,TA/TO,ZanziTours,Company B,2183.55,Transient,105,06/04/17,Confirmed,10
6,Fun Property,05/06/18,2018,Jun,Shoulder Season,SI,20,22,1.1,149.97,Business,Website,ZanziTours,Company B,3299.42,Transient,36,15/06/17,Confirmed,12
5,Loop Property,05/06/18,2018,Jun,Shoulder Season,DK,17,17,1,149.31,Group,OTA,ZanziTours,Company A,2538.28,Transient,55,28/05/17,Confirmed,11
4,Michamvi Property,05/06/18,2018,Jun,Shoulder Season,CA,18,19,1.1,163.81,Business,OTA,TO Africa,Company C,3112.37,Transient,19,04/07/17,Confirmed,13
7,Mwezi Property,05/06/18,2018,Jun,Shoulder Season,BG,22,21,1,155.28,Group,OTA,TO Africa,Company B,3260.79,Transient,27,27/06/17,Confirmed,11
3,Nur Property,05/06/18,2018,Jun,Shoulder Season,FR,17,17,1,174.45,Leisure,OTA,Sunset Ltd,Company C,2965.64,Transient,100,16/04/17,Confirmed,10
1,Kasha Property,06/06/18,2018,Jun,Shoulder Season,UK,6,6,1,428.48,Group,Website,TO Africa,,2570.86,Transient,102,15/04/17,Confirmed,11
2,Casa Property,06/06/18,2018,Jun,Shoulder Season,PL,14,15,1.1,179.62,Corporate,OTA,Sunset Ltd,Company B,2694.31,Transient,44,13/06/17,Confirmed,11
6,Fun Property,06/06/18,2018,Jun,Shoulder Season,EE,20,22,1.1,136.34,Business,OTA,Oceanic Travels,Company A,2999.39,Transient,57,01/06/17,Confirmed,12
5,Loop Property,06/06/18,2018,Jun,Shoulder Season,CZ,17,17,1,176.66,Corporate,OTA,ZanziTours,Company A,3003.15,Transient,14,15/07/17,Confirmed,11
4,Michamvi Property,06/06/18,2018,Jun,Shoulder Season,CH,18,19,1.1,179.61,Group,Direct,ZanziTours,Company C,3412.63,Transient,0,30/07/17,Confirmed,10
7,Mwezi Property,06/06/18,2018,Jun,Shoulder Season,CZ,22,24,1.1,169.29,Business,Group,ZanziTours,,4062.88,Transient,87,05/05/17,Confirmed,13
3,Nur Property,06/06/18,2018,Jun,Shoulder Season,DK,17,16,0.9,160.45,Corporate,TA/TO,ZanziTours,Company B,2567.22,Transient,156,26/01/18,Confirmed,11
1,Kasha Property,07/06/18,2018,Jun,Shoulder Season,BE,6,6,1,466.98,Business,TA/TO,Oceanic Travels,Company B,2801.9,Transient,1,01/07/18,Confirmed,14
2,Casa Property,07/06/18,2018,Jun,Shoulder Season,NL,14,15,1.1,187.65,Corporate,Direct,Oceanic Travels,Company B,2814.76,Transient,14,19/06/18,Confirmed,13
6,Fun Property,07/06/18,2018,Jun,Shoulder Season,IN,20,22,1.1,138.88,Group,Group,ZanziTours,Company A,3055.34,Transient,292,15/09/17,Confirmed,12
5,Loop Property,07/06/18,2018,Jun,Shoulder Season,CA,17,18,1.1,148.27,Business,Direct,ZanziTours,Company B,2668.77,Transient,11,24/06/18,Confirmed,12
4,Michamvi Property,07/06/18,2018,Jun,Shoulder Season,CZ,18,16,0.9,150.59,Business,OTA,ZanziTours,,2409.44,Transient,125,03/03/18,Confirmed,11
7,Mwezi Property,07/06/18,2018,Jun,Shoulder Season,IN,22,24,1.1,166.32,Group,OTA,Sunset Ltd,,3991.7,Transient,28,09/06/18,Confirmed,11
3,Nur Property,07/06/18,2018,Jun,Shoulder Season,SI,17,18,1.1,165.79,Corporate,TA/TO,TO Africa,Company B,2984.25,Transient,38,31/05/18,Confirmed,12
1,Kasha Property,08/06/18,2018,Jun,Shoulder Season,UK,6,6,1,432.94,Corporate,TA/TO,ZanziTours,Company A,2597.65,Transient,30,09/06/18,Confirmed,11
2,Casa Property,08/06/18,2018,Jun,Shoulder Season,AE,14,15,1.1,170.7,Leisure,Website,TO Africa,Company A,2560.5,Transient,80,21/04/18,Confirmed,14
6,Fun Property,08/06/18,2018,Jun,Shoulder Season,BG,20,22,1.1,158.83,Business,TA/TO,ZanziTours,Company C,3494.22,Transient,11,30/06/18,Confirmed,14
5,Loop Property,08/06/18,2018,Jun,Shoulder Season,PL,17,16,0.9,154.3,Corporate,Website,ZanziTours,,2468.81,Transient,16,26/06/18,Confirmed,14
4,Michamvi Property,08/06/18,2018,Jun,Shoulder Season,LU,18,19,1.1,157.47,Leisure,OTA,TO Africa,,2991.96,Transient,24,19/06/18,Confirmed,13
7,Mwezi Property,08/06/18,2018,Jun,Shoulder Season,BG,22,23,1,144.25,Group,Direct,Sunset Ltd,Company C,3317.73,Transient,2,12/07/18,Confirmed,13
3,Nur Property,08/06/18,2018,Jun,Shoulder Season,BE,17,18,1.1,169,Leisure,Website,Oceanic Travels,Company C,3042.02,Contract,20,25/06/18,Confirmed,14
1,Kasha Property,09/06/18,2018,Jun,Shoulder Season,RO,6,6,1,442.75,Corporate,OTA,Sunset Ltd,,2656.53,Transient,75,02/05/18,Confirmed,14
2,Casa Property,09/06/18,2018,Jun,Shoulder Season,LU,14,13,0.9,164.34,Business,Direct,TO Africa,Company C,2136.48,Transient,292,28/09/17,Confirmed,14
6,Fun Property,09/06/18,2018,Jun,Shoulder Season,EE,20,20,1,176.1,Corporate,Website,ZanziTours,Company A,3521.93,Transient,63,16/05/18,Confirmed,11
5,Loop Property,09/06/18,2018,Jun,Shoulder Season,LV,17,18,1.1,151.24,Business,OTA,Sunset Ltd,,2722.25,Transient,1,18/07/18,Confirmed,12
4,Michamvi Property,09/06/18,2018,Jun,Shoulder Season,ZA,18,19,1.1,142.29,Group,OTA,TO Africa,Company C,2703.52,Transient,214,18/12/17,Confirmed,14
7,Mwezi Property,09/06/18,2018,Jun,Shoulder Season,SG,22,24,1.1,160.05,Group,Direct,TO Africa,,3841.13,Transient,206,27/12/17,Confirmed,12
3,Nur Property,09/06/18,2018,Jun,Shoulder Season,EE,17,18,1.1,160.86,Group,OTA,TO Africa,Company C,2895.48,Transient,12,10/07/18,Confirmed,13
1,Kasha Property,10/06/18,2018,Jun,Shoulder Season,LU,6,6,1,484.01,Corporate,Website,Oceanic Travels,,2904.08,Transient,32,21/06/18,Confirmed,13
2,Casa Property,10/06/18,2018,Jun,Shoulder Season,NL,14,15,1.1,167.31,Leisure,Direct,ZanziTours,Company B,2509.61,Transient,189,16/01/18,Confirmed,14
6,Fun Property,10/06/18,2018,Jun,Shoulder Season,RO,20,22,1.1,176.08,Group,OTA,TO Africa,Company B,3873.81,Transient,1,24/07/18,Confirmed,14
5,Loop Property,10/06/18,2018,Jun,Shoulder Season,ZA,17,18,1.1,158.16,Leisure,Website,TO Africa,Company B,2846.93,Transient,105,12/04/18,Confirmed,14
4,Michamvi Property,10/06/18,2018,Jun,Shoulder Season,DE,18,19,1.1,168.07,Group,OTA,Oceanic Travels,Company C,3193.37,Transient,13,14/07/18,Confirmed,14
7,Mwezi Property,10/06/18,2018,Jun,Shoulder Season,DK,22,24,1.1,147.35,Corporate,Website,Sunset Ltd,Company B,3536.52,Transient,53,05/06/18,Confirmed,12
3,Nur Property,10/06/18,2018,Jun,Shoulder Season,CH,17,18,1.1,155.77,Business,OTA,TO Africa,Company A,2803.84,Transient,227,14/12/17,Confirmed,11
1,Kasha Property,11/06/18,2018,Jun,Shoulder Season,BG,6,5,0.8,469.69,Leisure,TA/TO,TO Africa,Company A,2348.47,Contract,92,29/04/18,Confirmed,12
2,Casa Property,11/06/18,2018,Jun,Shoulder Season,LT,14,14,1,162.98,Business,Corporate,ZanziTours,,2281.73,Transient,67,25/05/18,Confirmed,14
6,Fun Property,11/06/18,2018,Jun,Shoulder Season,SK,20,22,1.1,179.17,Corporate,OTA,Oceanic Travels,Company A,3941.83,Transient,320,15/08/18,Confirmed,11
5,Loop Property,11/06/18,2018,Jun,Shoulder Season,AT,17,18,1.1,142.4,Leisure,TA/TO,TO Africa,Company A,2563.12,Transient,280,25/09/18,Confirmed,10
4,Michamvi Property,11/06/18,2018,Jun,Shoulder Season,IN,18,19,1.1,140.31,Corporate,OTA,TO Africa,Company A,2665.98,Transient,180,04/01/19,Confirmed,14
7,Mwezi Property,11/06/18,2018,Jun,Shoulder Season,PL,22,21,1,166.51,Leisure,Direct,Sunset Ltd,Company A,3496.62,Transient,45,20/05/19,Confirmed,12
3,Nur Property,11/06/18,2018,Jun,Shoulder Season,BE,17,18,1.1,136.92,Business,Website,Oceanic Travels,Company B,2464.51,Contract,150,05/02/19,Confirmed,14
1,Kasha Property,12/06/18,2018,Jun,Shoulder Season,LT,6,6,1,497.66,Leisure,OTA,TO Africa,,2985.98,Transient,180,07/01/19,Confirmed,10
